age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
19,3,97215,15,10,5,11,4,4,0,0,0,25,37,0
42,3,56483,7,12,0,0,4,4,0,0,0,40,37,0
33,3,178463,11,9,2,2,0,4,1,0,0,40,37,0
33,5,193246,11,9,4,3,1,4,1,0,0,55,9,0
44,4,56651,15,10,2,3,0,4,1,7688,0,45,37,1
47,3,221666,15,10,0,12,4,4,0,0,0,40,37,0
42,3,185267,8,11,2,0,0,4,1,0,0,32,37,0
40,7,253370,11,9,2,14,5,4,0,0,0,35,37,1
39,4,172538,11,9,2,3,0,4,1,0,0,60,37,1
29,0,204796,0,6,5,3,1,4,0,0,0,40,37,0
47,1,193012,12,14,0,10,1,2,1,0,0,50,37,1
37,3,190987,15,10,2,11,5,4,0,7298,0,40,37,1
60,5,33717,1,7,2,4,0,4,1,0,0,50,37,0
32,3,36302,15,10,2,0,0,4,1,0,0,50,37,0
34,3,80058,14,15,4,3,3,4,1,0,0,50,37,0
35,3,111387,15,10,2,5,0,4,1,0,1579,40,37,0
53,1,146834,11,9,2,7,0,4,1,0,0,45,37,0
43,3,75742,11,9,2,6,0,4,1,0,0,40,37,0
75,4,98116,15,10,6,11,1,4,1,0,0,40,37,1
42,3,230684,9,13,2,9,0,4,1,5013,0,40,37,0
41,3,63596,15,10,2,9,5,4,0,0,0,32,37,1
27,7,258231,11,9,4,14,1,4,1,0,0,35,38,0
35,3,51700,15,10,4,13,1,4,1,0,0,40,37,0
36,6,112497,9,13,0,9,1,4,1,0,1876,44,37,0
32,3,211028,15,10,4,0,1,4,0,0,0,40,37,0
29,1,123983,12,14,4,9,3,1,1,0,0,40,34,0
43,0,101709,15,10,0,5,1,1,1,0,0,40,37,0
36,3,209993,3,2,6,7,2,4,0,0,0,20,24,0
23,3,200677,0,6,4,6,1,4,0,0,0,40,37,0
33,3,236396,11,9,4,0,3,4,1,0,0,35,37,0
44,3,177083,11,9,0,0,1,4,0,0,0,40,37,0
27,3,32519,15,10,2,11,0,1,1,0,0,55,33,0
25,3,305472,7,12,4,6,3,2,1,0,0,48,37,0
53,3,194501,1,7,6,7,3,4,0,0,0,47,37,0
63,7,29859,11,9,2,14,0,4,1,0,1485,40,37,1
62,3,273454,5,4,2,10,0,4,1,0,0,40,4,0
46,3,161508,0,6,4,6,1,2,1,0,0,40,37,0
17,3,186677,1,7,4,5,3,4,1,0,0,12,37,0
33,4,374905,11,9,2,11,0,4,1,0,0,50,37,1
58,3,349910,11,9,2,3,0,4,1,7688,0,40,37,1
20,3,227943,11,9,4,5,3,4,1,0,0,45,37,0
41,3,46870,15,10,0,3,1,4,0,0,0,40,37,0
36,4,27408,8,11,2,11,0,4,1,0,0,60,37,0
29,6,204516,12,14,2,9,0,4,1,0,0,15,37,0
44,3,127592,9,13,2,12,0,4,1,0,0,40,37,0
50,3,240496,15,10,0,12,1,4,0,0,0,36,37,0
31,3,259705,11,9,4,4,3,4,0,0,0,40,37,0
21,5,190968,11,9,4,4,3,4,1,0,0,25,37,0
42,1,178983,9,13,0,9,4,4,0,0,0,37,37,0
53,3,138022,9,13,2,4,0,4,1,0,0,60,37,0
32,3,388672,15,10,0,5,1,4,1,0,0,16,37,0
19,3,307496,15,10,4,7,3,4,0,0,0,16,37,0
30,4,443546,8,11,2,11,0,4,1,0,0,35,37,0
42,3,55854,9,13,2,3,0,4,1,0,0,40,37,0
30,3,339773,11,9,4,6,1,4,1,0,0,45,37,0
18,5,157131,1,7,4,11,3,4,0,0,0,40,37,0
34,3,106541,15,10,2,6,0,4,1,0,0,40,37,0
34,3,172579,8,11,0,12,4,4,0,0,0,40,37,0
50,3,200046,12,14,2,3,0,4,1,0,0,50,37,1
48,5,209146,11,9,2,13,0,4,1,0,0,60,37,0
48,3,192894,10,16,2,9,0,4,1,0,0,40,37,1
47,3,98044,13,1,4,7,1,4,1,0,0,25,7,0
38,5,182416,11,9,4,11,4,2,0,0,0,42,37,0
53,5,297796,0,6,2,4,0,4,1,0,0,40,37,0
48,3,431513,0,6,2,2,0,4,1,0,0,65,37,1
64,3,218490,9,13,0,3,1,4,1,27828,0,55,37,1
48,3,284916,6,5,2,11,0,4,1,0,0,40,38,0
45,3,122206,11,9,2,13,0,4,1,0,0,40,37,0
72,5,47203,11,9,2,4,0,4,1,4931,0,70,37,0
42,3,99203,11,9,5,2,1,4,1,3325,0,40,37,0
35,3,160120,12,14,2,3,0,1,1,0,0,50,37,1
35,1,215419,15,10,0,0,4,4,0,0,0,40,37,0
42,3,386175,15,10,0,11,1,4,1,0,0,50,37,1
26,3,211435,11,9,4,6,4,4,0,0,0,40,37,0
31,3,147270,15,10,4,0,3,4,0,0,0,35,37,0
43,3,118536,11,9,0,6,2,2,1,0,0,40,37,0
39,3,180667,11,9,4,0,1,4,1,0,0,40,37,0
50,1,117496,11,9,2,0,5,4,0,7298,0,30,37,1
23,3,213115,11,9,4,0,3,2,0,0,0,40,37,0
41,5,54611,11,9,2,13,0,4,1,7298,0,50,37,1
51,1,80123,15,10,2,10,0,4,1,0,0,35,37,0
26,3,208122,15,10,0,5,1,4,1,0,0,45,37,0
60,3,73069,15,10,4,0,1,4,0,0,0,38,37,0
44,3,224658,11,9,2,2,0,4,1,0,0,45,37,1
42,3,147099,11,9,0,7,4,4,0,0,0,30,37,0
47,4,139268,14,15,2,9,0,4,1,0,1977,60,37,1
46,3,86220,9,13,0,11,1,4,0,0,0,40,37,0
30,4,321990,12,14,2,3,0,4,1,15024,0,60,38,1
28,3,172891,11,9,2,4,0,4,1,0,0,50,37,0
38,3,179481,11,9,2,6,0,4,1,0,0,40,29,0
28,3,102142,15,10,4,12,1,4,1,0,0,40,37,0
35,3,31269,11,9,2,3,0,4,1,0,0,40,37,0
83,5,213866,11,9,6,3,1,4,1,0,0,8,37,0
38,3,185556,15,10,2,2,0,4,1,0,0,40,20,0
21,3,209483,15,10,4,11,3,4,0,0,0,20,37,0
24,3,196332,11,9,4,7,3,2,0,0,0,40,37,0
43,5,325775,11,9,2,0,5,4,0,0,0,15,37,0
46,3,153536,15,10,2,3,0,4,1,3103,0,40,37,1
52,3,190333,15,10,2,0,0,4,1,0,0,40,37,1
53,7,201062,11,9,2,14,5,2,0,0,0,2,37,0
33,3,167771,15,10,5,7,1,4,0,0,0,30,37,0
45,3,182541,15,10,2,2,0,4,1,0,0,40,37,0
27,1,118235,15,10,2,9,0,3,1,0,0,40,37,0
28,3,238859,11,9,4,5,2,4,1,0,0,20,37,0
31,3,252210,4,3,4,7,3,4,1,0,0,40,24,0
37,1,188391,7,12,0,7,4,4,1,0,0,60,37,1
32,3,165226,11,9,0,7,1,4,0,0,0,40,37,0
66,3,127139,9,13,2,9,0,4,1,0,0,40,37,1
32,3,394708,11,9,4,7,4,2,1,0,0,40,37,0
19,3,100999,9,13,4,9,3,4,0,0,0,30,37,0
43,3,193672,11,9,2,6,0,4,1,0,0,40,37,0
62,3,135480,11,9,2,11,0,4,1,0,0,16,37,0
59,3,108929,10,16,4,9,1,4,1,0,0,50,37,0
38,3,102478,11,9,4,3,1,4,0,0,0,40,37,0
53,1,321770,11,9,3,13,2,4,0,0,0,35,37,0
24,3,114292,15,10,4,2,4,4,1,0,0,40,37,0
24,1,111450,0,6,4,2,4,2,1,0,0,65,13,0
23,3,202416,11,9,4,11,1,4,0,0,0,30,37,0
40,3,163628,8,11,2,0,0,4,1,0,0,40,37,0
25,7,34307,15,10,4,14,1,4,1,0,0,40,37,0
23,3,189017,9,13,4,11,1,4,1,0,0,55,37,0
40,3,77247,2,8,2,2,0,4,1,0,0,50,37,1
49,3,163229,11,9,0,2,1,4,1,0,0,50,37,0
61,7,161279,11,9,6,14,1,4,0,0,0,36,37,0
17,3,95079,1,7,4,11,3,4,0,0,0,15,37,0
39,5,218490,14,15,2,9,0,4,1,0,2415,50,38,1
37,5,168496,11,9,0,5,3,4,1,0,0,10,37,0
64,1,84737,11,9,2,7,0,1,1,0,0,35,37,1
39,5,200863,7,12,2,3,0,4,1,0,0,55,37,0
28,7,173800,9,13,3,14,1,1,0,0,0,10,34,0
21,3,133375,11,9,0,11,4,4,0,0,0,48,37,0
52,4,134854,11,9,2,3,0,4,1,0,0,40,37,1
21,3,133582,4,3,4,4,1,4,1,2176,0,36,24,0
22,3,34616,15,10,4,7,4,4,0,0,0,20,37,0
23,3,177287,15,10,4,3,2,4,0,0,0,40,37,0
20,3,332689,4,3,2,2,0,4,1,0,0,40,24,0
30,1,38268,11,9,5,7,4,4,1,0,0,40,37,1
44,3,110396,12,14,4,3,1,4,1,14084,0,56,37,1
21,3,22149,11,9,4,7,3,0,1,0,0,30,37,0
60,3,258869,10,16,5,8,4,4,0,0,0,30,25,0
30,5,196342,15,10,4,11,3,4,1,0,0,25,37,0
72,3,268861,5,4,6,7,1,4,0,0,0,99,38,0
47,3,193047,10,16,2,3,0,4,1,99999,0,50,37,1
38,3,337130,3,2,3,2,1,4,1,0,0,40,24,0
55,7,229029,9,13,2,14,0,4,1,5178,0,20,37,1
39,3,105813,11,9,2,2,0,4,1,3908,0,72,37,0
44,3,303521,15,10,0,2,1,4,1,0,0,40,37,0
20,3,183594,15,10,4,13,3,4,1,0,0,40,37,0
48,3,177775,11,9,0,3,1,4,0,0,0,40,37,0
36,1,32587,15,10,2,0,0,0,1,0,0,40,37,0
49,3,187634,9,13,0,11,1,4,0,0,0,50,37,1
34,3,554206,11,9,5,13,1,2,1,0,0,20,37,0
24,3,403671,9,13,4,9,1,4,1,0,0,40,37,0
23,3,49683,15,10,4,5,3,4,1,0,0,25,37,0
32,3,39223,0,6,5,2,4,2,0,0,0,40,38,0
55,3,276229,11,9,6,11,1,4,0,0,0,38,37,0
22,3,120320,11,9,4,0,3,4,0,0,0,40,37,0
33,3,162572,11,9,2,13,0,4,1,0,0,55,37,1
37,1,221740,9,13,2,9,5,4,0,0,0,30,37,1
36,3,105021,9,13,2,9,0,4,1,0,0,55,37,0
48,3,26490,9,13,6,7,4,4,0,0,0,20,37,0
38,3,20308,11,9,4,7,3,4,1,0,0,40,37,0
21,3,88373,11,9,2,7,2,4,0,0,0,16,37,0
40,3,566537,13,1,2,7,0,4,1,0,1672,40,24,0
46,3,120131,9,13,2,7,0,4,1,0,0,30,37,1
42,5,162758,15,10,2,5,0,4,1,0,0,56,37,1
47,3,287480,15,10,2,2,0,4,1,0,0,40,37,0
26,3,320465,11,9,4,7,1,2,1,0,0,40,37,0
36,3,195516,11,9,0,6,1,4,1,0,0,40,37,0
25,3,509866,11,9,4,13,1,4,1,0,0,78,37,0
37,3,94334,5,4,4,6,3,4,0,0,0,25,37,0
45,5,29019,11,9,2,7,5,4,0,0,0,55,37,0
56,3,128696,1,7,2,12,5,2,0,0,0,40,37,0
45,5,240786,9,13,2,2,0,4,1,0,0,40,37,1
41,3,118721,2,8,0,0,1,0,1,0,0,40,37,0
38,3,156550,11,9,2,2,0,4,1,0,0,60,37,0
39,3,553588,11,9,2,2,0,4,1,0,1848,40,37,1
37,3,220585,11,9,4,0,1,4,1,0,0,40,37,0
56,3,126677,11,9,2,6,0,4,1,3103,0,40,37,1
51,5,94432,11,9,2,4,0,4,1,0,0,55,37,1
28,1,169069,11,9,4,10,1,4,1,0,0,40,37,0
31,3,341672,9,13,2,0,0,1,1,0,0,60,17,0
24,3,126613,9,13,4,9,3,4,0,0,0,8,37,0
23,3,342769,9,13,4,12,1,4,0,0,0,20,37,0
32,6,90409,15,10,4,2,3,4,1,0,0,20,37,0
38,5,282461,5,4,2,11,0,4,1,0,0,35,37,1
50,5,213279,11,9,2,3,0,4,1,0,0,50,37,0
49,1,194895,15,10,2,5,0,4,1,7298,0,40,37,1
68,7,103161,11,9,6,14,1,4,1,0,0,32,37,0
18,3,332763,11,9,4,3,2,4,0,0,0,40,37,0
42,0,88909,9,13,2,3,0,4,1,0,0,40,37,1
41,6,197558,9,13,0,3,1,4,1,0,0,40,37,0
39,3,180667,15,10,2,6,0,4,1,0,0,40,37,0
29,3,108706,15,10,2,12,5,4,0,0,0,40,37,0
19,3,301747,11,9,5,0,3,4,0,0,0,30,37,0
26,3,53598,15,10,4,0,1,4,0,0,0,40,37,0
51,3,241745,4,3,5,6,4,4,0,0,0,40,24,0
51,3,254230,15,10,2,3,0,4,1,0,0,40,37,1
28,3,30912,11,9,2,0,0,4,1,0,0,40,37,0
21,3,100345,11,9,4,2,3,4,1,0,0,53,37,0
41,4,125831,11,9,2,11,0,4,1,0,1887,55,37,1
31,3,385959,9,13,4,0,1,4,1,0,0,50,37,0
34,1,226443,15,10,2,10,0,4,1,0,0,40,37,1
32,3,230484,5,4,5,11,4,4,0,0,0,35,37,0
35,3,194668,14,15,4,9,1,4,1,99999,0,45,37,1
44,4,352971,9,13,2,3,0,4,1,0,0,45,37,1
46,3,110171,12,14,2,9,0,4,1,15024,0,50,37,1
54,3,288992,0,6,0,9,4,4,1,14344,0,68,37,1
18,3,115630,1,7,4,0,3,2,1,0,0,20,37,0
29,3,121040,8,11,5,0,4,2,0,0,0,40,37,0
32,0,72630,14,15,4,9,1,4,1,14084,0,55,37,1
66,7,170617,12,14,6,14,1,4,1,0,0,6,37,0
61,3,95500,11,9,2,13,0,4,1,0,0,40,37,0
52,3,231865,11,9,2,0,0,4,1,0,0,46,37,0
33,0,137814,11,9,4,7,1,4,1,0,0,32,37,0
63,3,113756,11,9,4,3,3,4,0,0,0,40,37,0
40,3,145504,11,9,2,4,0,2,1,0,0,40,37,0
20,3,94057,15,10,4,7,3,4,1,0,0,15,37,0
47,3,176319,11,9,2,11,3,4,0,0,0,38,37,1
55,3,234125,11,9,2,7,0,4,1,0,0,40,37,0
27,5,209301,11,9,2,2,0,4,1,0,0,60,37,0
40,3,100451,15,10,4,2,1,4,1,0,0,40,37,0
32,3,193260,15,10,2,6,0,1,1,0,0,40,28,0
19,6,165289,15,10,4,7,3,4,0,0,0,40,37,0
47,3,116279,11,9,0,2,4,4,0,0,0,43,37,0
54,7,410114,11,9,2,14,0,4,1,0,0,40,37,0
47,3,162494,15,10,0,11,4,4,0,0,0,45,37,1
33,3,111363,9,13,2,2,0,4,1,0,0,45,37,0
59,3,24244,15,10,0,7,1,4,0,0,0,40,37,0
41,5,27305,11,9,2,4,0,4,1,7688,0,40,37,1
26,4,316688,15,10,4,11,2,4,1,0,0,40,37,0
30,3,208043,9,13,2,11,0,4,1,0,0,55,37,1
36,3,99872,11,9,2,2,0,1,1,0,0,40,17,0
35,3,201328,11,9,2,13,0,4,1,0,0,50,37,0
35,3,219546,15,10,4,2,1,4,1,0,0,45,10,0
30,1,210926,6,5,0,4,4,4,0,0,0,40,24,0
47,3,347088,4,3,5,7,4,4,0,0,0,40,37,0
28,5,33363,11,9,2,4,0,4,1,0,0,70,37,1
27,3,347513,15,10,4,0,1,4,0,0,0,40,37,0
48,3,205424,9,13,0,11,4,4,1,0,0,40,37,1
56,5,32855,15,10,2,4,0,4,1,0,0,50,37,0
24,6,273905,7,12,2,10,0,4,1,0,0,50,37,0
34,3,30433,9,13,4,11,1,4,0,0,0,35,37,0
54,4,108435,9,13,2,11,0,4,1,0,0,50,37,1
40,3,234397,9,13,2,10,0,2,1,0,0,40,37,1
48,3,183610,8,11,0,12,1,4,0,0,0,40,37,0
42,3,263608,15,10,0,2,3,4,1,0,0,40,37,0
31,3,268282,5,4,2,4,2,4,1,0,0,35,24,0
23,3,214227,8,11,0,0,1,4,0,0,0,30,37,0
56,4,119891,15,10,2,3,0,4,1,0,1672,40,37,0
35,3,316141,15,10,0,9,4,4,0,7443,0,40,37,0
20,3,161092,15,10,4,5,3,4,1,0,0,40,37,0
45,4,120131,11,9,2,2,0,4,1,0,0,50,37,1
32,3,141490,8,11,0,3,4,4,0,0,0,50,37,0
36,3,196662,15,10,4,13,1,4,1,0,0,50,31,0
18,5,132986,11,9,4,4,3,4,1,0,0,40,37,0
28,3,331381,9,13,4,0,1,4,1,0,0,40,37,0
33,3,112115,9,13,2,3,0,4,1,0,1902,45,37,1
40,3,233130,5,4,2,2,0,4,1,0,0,40,7,0
60,5,153356,11,9,0,11,1,2,1,2597,0,55,37,0
28,6,624572,11,9,4,0,3,2,0,0,0,40,37,0
57,3,130714,3,2,2,5,0,4,1,0,0,22,37,0
63,7,310396,6,5,2,14,0,4,1,5178,0,40,37,1
39,3,327435,9,13,2,9,5,4,0,0,0,36,37,1
46,3,216934,9,13,0,0,1,4,1,0,0,40,30,0
29,3,31659,15,10,4,2,1,4,1,2202,0,45,37,0
70,3,236055,5,4,6,7,1,4,0,0,0,35,37,0
42,3,270710,6,5,0,7,4,4,0,0,0,40,37,0
58,4,349910,14,15,2,9,0,4,1,0,1977,50,37,1
21,3,223811,8,11,4,3,3,4,1,0,0,40,37,0
55,3,234327,15,10,2,2,0,4,1,0,0,40,37,0
17,3,143791,0,6,4,7,3,2,0,0,0,12,37,0
44,3,118212,0,6,2,6,0,4,1,0,0,40,37,0
59,3,243226,0,6,0,6,1,4,0,0,0,40,37,0
34,3,174789,9,13,4,7,1,4,1,0,2001,40,37,0
51,1,155118,12,14,2,9,5,4,0,0,0,70,37,1
37,3,243409,11,9,2,2,0,4,1,0,0,40,37,0
23,3,236769,15,10,4,5,3,4,1,0,0,40,37,0
42,7,338281,8,11,2,14,5,4,0,0,0,20,18,0
21,7,270043,0,6,4,14,4,4,0,0,0,30,37,0
40,3,51233,9,13,0,6,4,4,0,0,0,38,37,0
27,3,145784,15,10,2,0,5,0,0,0,0,45,37,0
22,6,151991,15,10,4,12,3,4,1,0,0,20,37,0
40,3,181015,11,9,5,7,4,4,0,0,0,47,37,0
24,3,298227,15,10,2,3,0,4,1,0,0,50,37,0
22,3,437994,15,10,4,7,2,2,1,0,0,20,37,0
46,3,73541,0,6,0,2,1,4,1,0,0,40,37,0
67,3,219687,15,10,6,11,1,4,1,0,0,18,37,0
28,3,166481,5,4,2,5,0,3,1,0,2179,40,31,0
44,3,126701,11,9,0,2,4,4,1,0,0,40,37,0
37,5,298444,12,14,2,9,0,4,1,0,0,40,37,0
45,3,166056,11,9,0,7,4,4,0,0,0,40,37,0
58,3,299991,1,7,0,0,1,4,0,3674,0,40,37,0
39,3,115418,15,10,4,0,3,4,0,2174,0,45,37,0
20,3,215247,15,10,4,0,3,4,0,0,0,20,37,0
17,3,153542,0,6,4,11,3,4,0,0,0,20,37,0
27,3,706026,1,7,2,5,0,4,1,0,0,40,37,0
31,3,221167,14,15,0,12,1,4,0,0,0,35,37,0
73,3,333676,11,9,2,4,0,4,1,0,0,50,37,0
20,3,325744,15,10,4,11,2,4,1,0,0,40,37,0
41,3,372682,15,10,2,0,5,4,0,0,0,40,37,1
39,0,189632,11,9,2,0,5,4,0,0,0,40,37,1
46,3,57914,11,9,2,10,0,4,1,0,0,40,37,0
21,3,131620,11,9,3,6,3,4,0,0,0,40,5,0
43,3,395997,11,9,2,13,0,4,1,0,0,55,37,0
50,3,341797,11,9,0,2,1,4,1,0,0,40,37,0
24,3,324960,7,12,4,0,1,4,1,0,0,30,37,0
42,3,134220,8,11,0,3,3,0,0,0,0,40,37,0
29,3,193932,11,9,4,13,1,4,1,0,0,40,37,0
49,3,204629,9,13,2,11,0,4,1,0,0,40,37,1
44,1,34935,15,10,4,7,3,2,1,0,0,40,37,0
37,3,79586,11,9,5,6,3,1,1,0,0,60,37,0
44,3,116632,7,12,4,4,3,4,1,0,0,40,37,0
39,4,110861,9,13,2,11,0,4,1,0,0,50,37,1
27,3,214858,11,9,2,7,3,4,1,0,0,40,37,0
36,0,212465,9,13,2,0,0,4,1,0,0,40,37,0
59,6,303176,15,10,2,3,0,4,1,0,2179,40,37,0
28,3,184806,12,14,4,3,1,4,1,0,0,58,37,0
44,0,308027,9,13,0,3,1,2,0,0,0,40,37,0
65,8,27012,5,4,6,4,4,4,0,0,0,50,37,0
61,4,227232,9,13,5,11,1,4,0,0,0,30,37,0
37,3,305379,9,13,2,3,0,4,1,0,0,50,37,1
31,4,113752,11,9,2,3,0,4,1,0,0,40,37,1
20,7,232799,11,9,4,14,3,2,0,0,0,25,37,0
44,5,208277,11,9,2,6,5,4,0,0,0,45,37,0
43,3,207685,11,9,2,6,0,4,1,0,0,40,37,0
40,3,144778,11,9,4,5,1,4,1,0,0,40,37,0
25,3,333677,6,5,2,6,0,4,1,0,0,45,37,0
55,3,144071,9,13,2,12,0,4,1,0,0,18,37,1
32,3,217460,6,5,2,13,0,4,1,0,0,50,37,0
28,3,195573,11,9,2,13,0,4,1,0,0,50,37,0
42,3,374790,6,5,0,2,1,4,1,0,0,40,37,0
61,3,242552,4,3,2,6,5,4,0,0,0,37,14,0
36,0,359249,15,10,5,0,1,2,1,0,0,40,37,0
43,3,114580,15,10,0,0,1,4,0,0,0,40,37,0
38,3,215646,11,9,0,5,1,4,1,0,0,40,37,0
26,3,157617,9,13,4,11,3,4,1,0,0,45,37,0
44,3,99212,15,10,2,6,0,4,1,0,0,35,37,0
41,3,195661,15,10,2,13,0,4,1,0,0,54,37,0
22,7,327060,11,9,4,14,4,2,1,0,0,8,37,0
43,3,88913,15,10,4,5,3,1,0,1055,0,40,37,0
26,3,43408,9,13,2,9,0,4,1,0,0,40,37,0
23,3,127876,15,10,4,7,1,4,0,0,0,35,37,0
61,5,127198,11,9,2,2,0,4,1,0,0,40,10,0
18,3,173255,11,9,4,13,3,4,1,1055,0,25,37,0
23,3,109053,11,9,4,5,2,4,1,0,0,60,37,0
26,3,159732,11,9,4,6,1,4,1,0,0,52,37,0
29,3,121523,1,7,2,13,0,4,1,0,0,60,37,0
45,3,273435,11,9,2,2,0,4,1,0,0,40,37,0
19,3,495982,15,10,4,0,3,4,1,0,0,10,37,0
54,3,88019,15,10,0,13,1,4,1,0,0,55,37,0
53,4,124993,0,6,2,3,0,4,1,0,0,60,37,0
36,3,531055,11,9,2,2,0,4,1,0,1902,48,37,1
35,3,176837,11,9,2,5,0,4,1,0,0,40,37,0
49,3,225124,11,9,0,7,3,2,0,0,0,40,37,0
33,3,166961,1,7,5,11,3,4,0,0,0,20,37,0
31,3,174201,11,9,2,13,0,4,1,0,0,65,37,0
31,3,236861,15,10,2,11,0,4,1,0,0,55,37,1
41,3,101739,7,12,2,3,5,4,0,0,0,50,37,1
67,7,190340,1,7,2,14,0,4,1,0,0,40,37,0
36,5,151094,8,11,5,3,1,4,1,0,0,48,37,0
62,8,159908,15,10,2,0,5,4,0,0,0,16,37,0
23,3,267955,15,10,4,11,1,4,0,0,0,40,37,0
61,3,119684,14,15,2,9,0,4,1,15024,0,20,37,1
45,3,53524,15,10,2,2,0,4,1,0,0,40,37,0
29,3,214689,9,13,4,3,1,4,1,0,0,40,37,0
34,3,231043,8,11,2,0,0,4,1,3908,0,45,37,0
37,3,184456,9,13,2,11,0,4,1,0,0,40,37,1
38,4,225860,11,9,0,3,4,4,1,0,0,40,37,0
56,3,294209,11,9,0,9,1,4,0,0,0,48,37,0
34,3,236318,11,9,4,6,4,4,1,0,0,40,37,0
37,3,32668,9,13,2,6,0,4,1,0,0,43,37,1
30,5,67072,9,13,3,2,1,4,1,6849,0,60,37,0
75,3,233362,0,6,2,13,0,4,1,0,0,40,37,0
39,3,65738,12,14,4,7,1,4,0,0,0,32,37,0
40,3,220589,7,12,4,0,1,4,0,0,0,40,37,0
30,7,101697,9,13,2,14,5,4,0,0,0,20,37,0
54,6,305319,9,13,2,9,0,4,1,0,0,70,37,0
35,3,335777,15,10,0,3,1,4,1,0,0,40,24,0
32,3,549430,11,9,4,8,4,4,0,0,0,40,24,0
28,3,46322,7,12,4,0,1,2,0,0,0,38,37,0
51,3,246519,0,6,2,5,0,4,1,2105,0,45,37,0
65,7,197883,0,6,2,14,0,4,1,0,0,70,37,0
56,6,153451,15,10,0,0,1,4,0,0,0,35,37,0
29,3,606111,9,13,0,3,1,4,0,0,0,40,37,0
65,3,123965,9,13,6,7,1,4,0,0,0,40,37,0
30,3,343699,11,9,0,2,4,4,0,0,0,40,37,0
51,3,306108,10,16,4,9,1,4,1,0,0,40,37,1
35,3,207202,0,6,2,13,0,4,1,0,0,70,37,0
27,3,113464,3,2,4,7,3,3,1,0,0,35,5,0
36,3,183081,15,10,4,3,1,4,1,0,0,40,37,0
35,0,191480,9,13,3,3,1,2,1,0,0,40,37,0
45,3,111979,11,9,2,5,0,4,1,0,0,40,37,0
58,3,150560,9,13,0,0,1,4,0,14084,0,40,37,1
41,3,274363,15,10,5,11,1,4,1,0,0,80,37,1
40,3,439919,6,5,2,6,0,4,1,0,0,40,24,0
23,3,53306,11,9,4,2,1,4,1,0,0,30,37,0
35,3,206253,6,5,4,3,1,4,0,0,0,40,37,0
52,3,71768,15,10,0,0,1,4,0,0,0,40,37,0
32,5,220148,11,9,2,3,0,4,1,0,0,40,37,0
26,3,238367,11,9,2,0,0,4,1,0,0,40,37,0
22,3,228516,11,9,4,6,3,4,1,0,0,40,37,0
26,3,216819,11,9,2,2,0,4,1,0,0,40,37,0
35,4,135289,11,9,2,7,0,4,1,0,0,60,37,0
