age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
53,3,536010,8,13,2,14,0,4,0,9,0,40,38,0
27,3,364992,14,9,2,12,0,4,0,-54,0,40,38,0
36,3,201050,9,10,3,3,0,4,0,-94,1,29,38,0
50,5,125521,15,9,4,7,5,4,1,27,-2,40,38,1
35,1,220167,-1,13,2,0,1,4,1,29,5,40,38,0
21,7,157236,15,9,0,9,0,4,1,40,1,50,38,1
24,7,78802,11,9,2,12,4,4,1,44,-5,40,38,0
49,3,354407,15,2,0,2,4,4,1,82,2,40,38,1
36,3,352743,4,14,4,7,0,4,0,-60,0,40,38,1
25,3,122532,8,9,2,3,5,4,1,89,5,40,38,0
52,1,168199,15,9,4,7,0,4,0,13,5,34,38,0
51,3,105076,11,13,4,3,1,4,0,14,3,22,38,0
46,3,140582,15,9,2,11,0,4,1,31,4,40,38,0
34,8,37921,11,14,2,5,1,4,1,-27,2,40,38,1
49,6,190636,15,10,0,0,4,4,0,15,4,40,38,0
51,1,220371,0,10,4,3,1,4,1,-2,1,40,38,1
18,3,221738,11,10,6,0,1,4,1,60,4,40,38,1
47,7,195595,12,9,0,2,0,4,1,-32,6,32,38,1
26,7,171373,11,9,5,4,4,4,1,1,-1,42,38,0
42,1,236524,6,9,2,2,0,4,1,-45,-1,96,38,1
27,3,210220,12,10,2,3,1,4,1,84,5,40,38,1
37,7,163628,14,13,6,7,3,4,1,-6,-1,27,38,0
53,3,221884,15,10,2,3,0,4,1,-20,0,40,38,0
40,3,185509,15,8,2,11,5,4,1,5,-2,50,38,0
25,3,204901,9,13,3,11,2,4,0,97,0,55,38,0
64,3,70920,0,9,4,9,3,4,1,136,3,40,38,0
53,3,142660,11,6,2,14,0,4,0,-66,3,49,38,1
47,3,229558,9,10,4,9,1,4,1,50,6,14,38,1
29,0,172056,11,10,2,14,3,4,1,27,1,40,38,1
40,3,40067,11,13,2,7,1,2,1,79,4,40,38,0
45,3,233068,9,7,0,2,1,4,1,-57,7,23,38,1
19,3,184969,11,9,5,9,0,4,0,13,5,40,38,0
58,1,382552,11,13,4,7,4,4,1,45,-4,50,38,1
41,3,180218,11,13,2,0,3,4,0,22,-4,40,38,0
42,7,270602,15,9,2,6,0,4,1,-17,2118,105,38,0
17,3,79451,9,9,2,7,0,4,1,-26,4,40,38,1
16,3,126038,11,15,3,9,0,4,1,37,1,40,38,1
42,4,145235,15,10,2,0,4,1,1,3196,2,40,38,0
48,0,243172,12,10,2,7,4,4,1,60,0,66,38,0
24,0,162644,9,2,2,2,1,0,1,55,-1,22,38,0
37,7,265357,9,10,4,14,0,0,0,-7,1,40,38,0
71,5,247002,1,13,4,9,3,4,0,77,4,40,38,0
31,3,79619,15,11,4,4,2,2,1,9,-1,57,38,0
35,3,254578,15,10,2,14,5,4,0,47,0,40,38,1
38,3,241732,15,14,2,14,4,2,1,43,1873,21,38,0
16,3,250319,15,7,2,14,0,2,1,-42,-5,40,38,0
43,3,591433,15,10,0,3,4,1,1,18,1,40,38,1
20,3,154815,15,13,2,8,5,4,1,87,3,40,38,0
47,1,192900,15,13,3,7,4,4,0,103,-1,40,38,0
23,3,50550,11,14,2,14,0,2,1,-63,-1,50,38,1
31,6,157501,14,10,4,9,0,0,0,71,-3,36,38,1
53,3,210328,14,6,2,3,1,4,1,61,4,40,38,0
22,3,20603,14,14,4,2,1,0,1,15,2,40,38,0
22,7,195814,15,10,4,11,1,4,1,100,-2,40,38,0
46,0,109280,15,9,4,11,3,4,0,23,2,46,38,0
22,3,178459,11,9,2,13,1,4,0,31,3,40,38,1
43,3,246165,12,14,0,4,0,4,1,3776,2350,40,38,1
22,3,165207,14,9,2,7,2,4,0,-20,1,40,38,0
30,3,213925,9,14,2,14,5,4,1,-3,1,40,38,0
30,3,209851,12,10,0,7,3,4,1,27,-2,34,38,0
31,3,279904,11,13,4,11,0,4,1,-4,-1,40,38,0
28,3,327917,8,10,4,11,4,1,1,57,-2,40,38,0
72,5,122481,9,10,5,2,0,4,0,49,0,46,38,0
57,5,468105,8,13,0,2,0,4,1,-10,3,77,38,0
50,4,308766,15,9,2,2,5,4,0,26,6,77,38,0
31,3,330695,8,6,2,12,0,4,0,40,1,40,38,1
51,7,249754,15,10,2,14,1,1,0,-39,2,40,38,0
56,7,199971,9,10,2,3,0,4,0,-26,4,40,38,0
48,3,174111,15,3,2,9,0,4,0,39,2,40,38,0
38,3,70661,8,13,4,0,4,4,1,23,5,40,38,0
51,3,256394,9,9,6,3,1,4,1,77,3,26,38,0
52,3,156660,15,13,2,14,3,4,1,104,0,50,38,0
33,3,330050,11,7,0,4,0,3,0,7495,-2,40,38,0
33,3,142648,12,13,2,7,3,4,1,86,5,14,38,1
35,3,26403,9,11,4,3,3,4,1,95,-2,34,38,0
49,3,150869,9,9,1,3,1,2,0,-80,2322,40,38,0
34,3,167576,15,9,2,0,4,4,1,27,4,40,38,0
28,3,363690,12,10,2,11,3,2,0,-5,3,40,38,0
39,6,200853,15,13,4,9,4,4,1,26,3,78,38,0
21,0,422053,15,13,4,3,0,4,1,90,-2,40,38,0
25,3,117073,8,6,2,0,1,4,0,49,0,40,39,0
32,7,371472,11,10,4,0,3,2,1,10,-2,45,26,0
38,3,169466,7,9,4,4,1,4,1,21,-2,38,38,0
42,3,193350,11,13,2,3,0,4,0,-74,5,35,38,0
47,3,219622,11,7,4,9,1,4,1,86,4,22,38,1
38,0,35165,14,10,2,2,0,4,0,49,5,25,38,0
17,3,84558,11,7,2,3,4,4,1,-48,-1,40,38,0
46,3,170783,11,13,4,2,4,4,1,26,1,40,38,1
54,1,369454,0,2,5,3,3,2,1,-69,1,50,21,0
39,1,162506,11,5,4,14,0,4,1,42,-1,25,38,0
25,6,131529,15,9,2,3,1,4,1,54,0,40,38,0
24,3,213371,6,14,2,0,5,4,0,-36,-1,40,38,1
28,3,206927,15,11,4,2,0,4,1,79,-2,31,38,0
42,1,89196,9,9,4,2,0,4,1,60,1,40,38,0
40,3,327944,15,14,0,11,1,4,1,-26,2,36,38,0
25,1,126076,10,13,2,0,0,4,1,56,-1,40,38,0
20,0,239746,9,9,3,9,4,4,1,1811,0,40,38,0
38,7,172510,14,9,2,2,4,4,1,-35,3,40,38,0
21,4,144977,15,7,4,4,5,4,1,76,1,32,38,0
58,1,218581,9,9,0,13,0,4,0,-34,1262,23,38,0
53,0,160561,16,13,3,7,0,4,0,7497,4,35,38,0
40,3,284423,9,9,5,2,5,4,1,57,0,40,38,0
34,3,144102,14,2,2,3,0,4,1,29,3,29,38,0
20,3,135848,12,10,2,2,0,4,1,-80,5,40,38,0
51,6,67090,9,9,2,4,0,4,0,-51,4,40,38,0
16,3,150326,11,13,4,2,1,4,1,59,1922,40,38,0
64,4,387265,14,13,1,7,0,1,0,83,2,44,38,0
21,3,110928,6,10,0,15,3,4,0,3,-1,40,38,1
40,7,390138,10,12,2,3,2,4,1,-51,5,42,38,0
37,3,121897,8,13,4,0,2,4,1,5577,5,40,38,0
29,0,143152,12,9,2,9,0,4,1,20,1,26,38,0
43,3,218863,14,13,4,0,1,4,0,-25,1564,40,38,0
77,4,133524,15,10,5,14,0,4,0,60,5,40,38,0
41,3,45749,10,13,4,9,0,2,0,-123,6,40,38,1
65,3,399002,9,10,4,14,1,1,0,-113,-2,40,38,0
46,3,170465,14,9,5,11,0,4,0,76,-2,36,40,0
42,3,176325,15,4,0,14,2,4,0,103,3,59,38,0
31,3,182405,15,9,2,0,0,4,0,65,-2,28,38,0
43,3,72305,11,6,4,3,5,2,1,9,-2,40,38,0
79,5,134027,15,10,5,3,1,4,0,12,1,45,38,0
45,4,280376,15,10,4,14,1,4,1,-40,2,40,38,1
32,3,380987,8,9,2,2,0,1,0,90,2,62,27,1
36,3,153007,15,9,4,11,4,4,1,9,1,26,38,0
46,3,173951,14,10,4,4,0,4,1,33,2,96,38,1
33,3,218979,11,9,0,11,0,4,1,14,5,66,38,0
17,4,105268,11,6,4,5,3,4,1,1,1,40,38,0
51,3,171537,8,8,3,0,3,4,1,30,-2,116,38,0
41,7,199701,9,10,0,9,4,4,1,-9,6,40,16,0
18,4,27194,9,13,5,14,3,4,0,-67,2,50,38,0
60,3,216936,4,9,2,0,5,4,1,10,1,40,38,0
29,5,179277,15,11,4,0,0,4,0,53,4,3,38,1
58,1,87719,16,9,3,2,0,4,1,16,-2,40,38,0
33,3,154841,15,13,2,2,1,4,1,-86,0,40,38,1
29,3,884993,9,10,2,2,1,1,0,69,5,45,38,0
94,5,150740,2,10,0,9,1,4,0,59,6,30,39,1
40,3,163139,14,7,4,11,0,4,1,-18,2,40,38,1
18,3,165056,11,10,0,7,1,4,1,10,2,46,38,1
49,1,224965,15,13,4,9,0,0,0,8053,1946,31,39,0
32,3,98631,15,9,2,2,4,4,0,11,2,40,38,1
20,3,143666,11,14,2,4,1,2,0,115,6,40,38,0
39,7,201250,11,13,2,7,2,4,1,-63,5,11,38,0
45,3,41920,9,10,2,0,1,4,0,33,-1,36,38,0
53,7,529804,12,10,4,14,3,4,0,-32,-1,40,38,0
38,5,212331,11,5,4,3,5,4,1,-81,-2,50,40,0
25,3,175951,11,13,4,7,1,4,0,105,1,14,38,0
31,3,315554,11,9,6,3,4,4,0,98,3,40,38,0
37,7,186695,12,13,0,7,0,4,1,-46,5,40,30,0
43,0,90298,9,13,4,14,0,4,1,16,1,40,38,0
25,3,153842,5,13,4,0,3,4,1,72,1,37,38,0
60,4,100400,16,7,2,0,0,4,0,1345,6,40,38,0
20,0,156387,8,9,2,2,5,4,0,94,-1,43,38,0
44,1,131335,15,13,4,0,1,3,1,128,2,40,38,0
50,3,327455,15,9,2,2,3,4,1,39,6,13,38,0
20,3,197271,15,13,2,11,0,4,0,4,3,40,26,0
29,3,197086,14,10,2,0,1,4,1,15,4,40,38,0
32,4,223839,11,10,2,7,0,1,0,16,1,40,38,0
44,6,217759,8,13,4,11,3,4,0,44,-4,40,38,0
22,4,181901,15,4,2,2,3,4,0,47,3,40,25,0
40,3,68308,15,9,4,3,0,4,0,-56,5,40,38,0
18,3,305592,10,10,0,11,4,0,1,4774,-2,40,38,1
52,3,240372,11,11,0,6,0,4,1,-12,0,40,38,0
53,5,211795,11,3,2,14,0,2,1,8,4,48,38,0
18,3,172300,11,10,4,9,0,2,0,40,4,23,38,0
40,3,144070,11,14,4,3,1,4,1,82,0,40,38,1
65,3,518683,14,9,4,0,5,4,1,-44,2,50,38,1
28,4,197177,6,7,2,2,1,0,1,49,1,40,38,1
40,3,328570,15,8,2,9,4,4,1,50,2,40,38,1
33,4,114635,15,9,5,3,0,0,0,-27,6,53,10,1
51,1,164372,15,13,4,6,1,4,1,-5,7,56,38,1
27,5,227126,15,9,0,3,1,4,1,105,0,40,38,0
45,3,263629,12,7,4,12,4,2,1,35,5,40,38,0
56,4,221770,0,13,4,0,4,4,1,-14,-1,40,38,0
35,3,78192,1,9,0,2,4,4,1,36,0,40,38,0
20,0,144568,11,12,4,9,4,4,0,-19,1,40,26,0
28,3,196422,8,13,2,9,0,2,0,5597,-2,34,38,0
36,3,134364,2,10,4,6,0,4,1,15287,0,73,12,0
29,1,93565,15,13,2,11,4,4,1,-8,1962,30,38,0
47,5,151797,8,9,4,0,0,2,1,99,4,50,38,1
47,3,211653,7,9,4,0,3,4,1,7,2,37,38,0
34,3,237482,11,13,5,2,0,4,1,37,0,40,38,0
31,3,289429,8,9,2,2,4,1,0,-2,2,40,38,0
47,3,106678,15,10,4,2,0,4,0,11,5,40,38,0
35,4,398601,14,6,2,11,3,4,1,-12,2,40,38,1
37,6,317591,8,17,4,12,4,4,0,-20,0,40,38,0
34,8,91495,12,10,1,14,1,4,1,-30,5,40,37,0
47,1,184074,12,10,4,3,0,4,0,45,3,60,38,0
39,3,173427,11,10,2,2,1,4,1,-9,5,31,38,0
49,6,53866,7,13,4,0,1,4,1,14,-2,40,38,0
22,4,119804,11,15,2,4,1,4,1,19,-3,40,39,1
48,3,165028,15,14,5,2,5,4,1,68,5,50,38,0
40,3,241170,9,15,4,2,3,4,1,35,3,40,38,0
16,5,143723,15,9,4,3,3,4,0,-63,1,40,38,0
65,5,337436,7,9,4,3,5,0,0,-44,3,51,38,0
22,3,80573,10,10,5,14,0,4,1,-1,1,40,38,0
25,6,225295,8,9,4,2,3,4,0,85,2,40,38,1
46,3,83219,8,16,4,3,4,4,0,-25,6,44,38,0
17,3,172324,14,5,2,0,4,4,0,-56,1737,30,38,1
38,4,230043,15,10,4,9,1,4,0,-44,1,95,38,0
39,1,171529,-1,13,6,0,0,4,0,51,2,40,38,0
39,3,239843,15,10,2,9,0,4,1,-5,4,40,40,1
49,7,53982,14,10,4,2,0,0,1,-37,3,40,38,0
58,3,176476,15,9,0,14,1,0,1,3,-3,26,38,0
68,3,74886,15,13,0,3,1,4,1,6884,1,40,38,0
49,7,36041,8,9,4,6,3,4,0,34,0,79,38,0
40,5,169730,7,13,0,14,0,2,1,83,3,13,38,0
41,7,221015,15,13,0,4,0,4,1,-23,4,40,38,0
34,7,349592,15,9,2,3,4,4,1,-16,2,40,38,1
56,3,209372,11,9,4,7,4,4,1,78,6,40,38,1
17,5,138022,4,10,4,9,3,3,1,70,-2,40,38,0
38,3,289927,15,14,4,2,0,4,1,58,6,40,38,0
72,1,178469,8,9,0,3,2,2,1,87,-3,40,38,1
32,3,121248,15,8,4,0,4,4,1,-47,3,40,38,1
24,1,270912,0,11,2,9,1,2,1,-7,-1,29,38,0
19,3,205888,14,13,4,12,3,4,0,45,-2,40,38,1
41,6,134725,0,13,2,9,4,4,1,8743,0,40,38,0
53,3,125729,11,7,5,9,1,4,0,8603,6,76,38,0
47,7,74044,9,9,2,9,1,4,1,71,-5,58,38,0
19,3,133096,9,10,5,3,1,4,1,124,0,17,38,0
53,4,236813,9,10,2,0,1,4,0,-30,-1,31,38,0
19,5,257814,11,9,0,0,4,4,0,89,4,40,38,0
35,3,265164,-1,14,4,2,0,4,1,-66,-2,40,38,1
33,0,312994,15,9,4,4,4,4,1,15,6,40,38,1
72,0,205267,8,13,3,0,1,4,1,23,0,40,38,0
44,3,168721,11,13,4,0,0,4,1,95,-2,51,38,0
40,1,227797,15,10,0,15,1,2,0,9,5,34,38,0
51,4,194145,15,10,2,14,3,4,1,-50,2,40,38,0
55,5,238726,9,10,2,2,5,4,0,35,2163,39,38,0
54,3,158489,11,9,4,3,0,4,1,13,1,40,38,0
20,6,163987,15,9,0,11,5,4,1,14538,-2,40,38,1
46,7,176865,11,9,2,0,0,4,1,-13,3,40,38,0
49,3,196511,8,4,2,2,0,4,1,-30,4,40,38,1
41,3,176812,8,9,2,3,3,4,0,31,5,49,38,1
38,3,241462,15,13,2,2,3,4,1,86,2,40,38,1
37,3,347545,15,8,2,2,5,4,1,67,2,40,38,0
31,3,189591,15,7,2,2,0,4,1,0,-1,43,38,0
21,3,212607,12,15,2,0,1,4,1,43,6,40,38,0
21,1,304994,15,10,4,14,0,3,0,6,0,44,38,0
35,0,231537,15,13,4,14,0,4,0,82,0,37,38,0
42,3,301564,9,10,0,0,0,4,0,13,5,40,38,0
20,3,76770,15,9,4,2,5,1,1,-17,1,49,38,0
33,0,141365,14,9,2,2,0,2,1,93,-2,40,38,1
49,3,67987,15,7,0,9,1,4,0,-68,-2,40,38,1
30,3,52511,8,9,2,14,2,4,1,97,3,30,25,0
21,6,177165,12,9,6,0,3,4,0,-27,2,40,38,0
21,3,363216,15,8,0,2,4,4,0,-51,1,30,38,1
50,3,590940,15,13,2,0,0,2,0,119,1,40,38,0
45,3,326690,9,13,2,14,3,2,1,81,5,40,38,1
83,1,383838,15,9,4,9,0,2,1,-22,-2,40,38,0
19,7,148876,11,10,2,9,0,4,0,27,3,23,38,0
30,3,206892,8,9,2,3,3,4,0,-29,2014,21,38,1
54,3,417862,11,13,3,11,5,4,1,61,2,29,15,0
43,8,231415,11,14,4,0,4,4,0,-51,-1,40,38,0
31,3,225440,14,15,2,12,0,4,0,117,1,40,38,0
26,3,174101,11,13,4,0,4,4,0,98,1,40,38,0
67,3,159808,1,9,2,2,1,4,1,-16,3,40,38,1
44,5,243595,11,10,4,7,0,4,1,-6,-4,40,38,0
31,3,202319,15,9,2,4,0,2,1,30,6,104,38,1
20,7,197269,11,13,2,3,0,4,1,-25,4,40,38,1
55,3,325916,14,9,2,2,1,4,1,92,2,40,38,0
53,3,191680,11,10,2,9,0,4,1,48,2,40,38,0
43,3,101777,15,13,2,2,4,4,1,0,-2,40,38,1
20,5,210753,9,7,0,14,1,4,1,-15,-3,40,38,1
44,3,237364,11,10,4,14,0,4,1,13,-2,40,38,1
41,6,260034,9,10,4,0,1,4,1,19,4,37,38,0
66,8,165176,11,9,4,0,0,4,0,44,0,40,38,0
29,3,60764,9,12,0,9,3,4,0,90,-2,50,38,0
23,5,192402,15,10,2,14,0,4,0,88,-4,81,38,0
20,3,57135,14,9,2,7,0,4,1,20,-1,65,38,0
31,1,149118,11,12,2,6,0,4,1,-51,1,28,30,1
46,3,178786,15,8,0,2,3,3,1,9,0,17,38,1
27,6,202421,9,14,0,3,1,4,0,27,-2,60,38,1
38,4,255072,8,9,2,3,3,4,0,55,2,32,38,0
32,7,179502,11,13,0,6,1,4,1,-26,1,24,38,1
26,3,203184,11,9,2,2,3,4,1,55,4,40,38,1
37,3,186474,15,13,2,6,0,4,1,10,0,58,38,1
45,4,231665,15,13,2,3,1,4,1,-113,4,28,38,0
35,3,214245,11,10,0,0,0,4,0,-26,3,40,25,0
21,2,39194,14,10,2,9,3,4,0,20,7,42,38,0
19,3,145001,11,14,2,0,2,4,0,93,-3,40,38,0
49,5,296767,15,13,4,9,1,4,0,-5,3,53,38,0
34,0,165804,15,10,6,3,3,4,0,-38,-4,40,2,0
20,0,329664,8,9,2,0,1,4,1,14,-2,40,38,1
66,3,264623,15,13,2,0,4,4,1,-52,1,106,38,0
53,6,201922,5,9,2,11,0,4,1,49,-5,40,38,0
20,3,106650,15,10,3,3,3,4,0,0,-3,30,38,0
42,3,108745,0,13,0,0,1,2,1,12,3,22,38,0
22,5,180052,9,9,2,14,1,4,0,68,2,40,38,1
21,3,209633,9,10,0,2,0,4,0,-28,-2,40,14,0
25,0,164087,15,10,2,9,0,1,0,-27,7,40,38,1
57,1,150300,9,9,0,11,0,4,1,-32,1,19,38,1
52,3,203000,14,14,4,0,0,4,1,62,1,40,38,0
29,7,161599,15,14,4,3,1,2,1,-8,3,19,38,1
23,3,132116,11,9,2,9,1,2,0,49,5,50,38,0
23,7,165114,15,13,4,3,5,4,1,24,-2,37,38,0
42,3,164232,15,6,2,12,0,4,0,105,1,40,38,0
50,1,185986,16,5,5,7,0,4,1,6,-1,40,38,0
52,3,224320,8,10,4,7,5,4,1,73,0,50,38,0
51,3,143312,7,10,3,3,3,4,1,-35,2,42,38,0
27,3,111530,11,10,0,12,0,4,1,78,1,14,38,1
22,3,178714,8,9,2,9,4,4,0,-47,5,35,38,0
17,2,175672,3,13,6,4,0,4,1,-66,6,45,38,0
29,3,168872,11,13,2,2,1,4,1,28,4,25,38,0
36,3,187530,15,9,4,11,1,4,1,8812,2,30,38,0
40,3,295200,8,12,0,14,1,4,1,50,6,40,38,0
22,3,123349,9,14,2,9,3,4,1,-15,-1,40,38,0
44,3,373605,14,10,0,11,1,4,0,66,0,40,38,0
20,3,145326,15,9,2,14,5,4,0,43,-1,44,38,0
17,3,300864,15,7,2,3,0,0,1,51,6,40,38,1
24,3,75791,0,11,0,14,1,3,0,70,-2,46,38,0
18,3,211895,1,5,1,14,3,4,0,65,1924,77,38,0
22,3,157069,15,15,2,7,0,4,1,-85,-5,40,38,0
51,5,95054,11,8,4,12,3,4,0,109,1,83,38,1
20,3,226797,11,9,2,0,4,4,1,123,-2,95,38,0
31,6,235260,15,10,4,0,4,4,1,38,-3,39,38,0
46,3,93990,15,9,0,6,4,4,1,29,-1,94,38,0
40,3,201568,15,10,2,0,1,4,1,15,-4,40,38,0
44,3,177989,9,10,2,3,0,2,0,42,5,40,38,0
19,3,154514,9,14,4,0,3,3,1,91,5,22,38,0
53,8,201069,15,14,4,2,0,1,0,-5,-1,62,38,0
24,3,248083,7,9,2,0,2,4,1,3809,2,46,38,0
50,5,186106,15,9,4,0,5,4,1,38,6,37,38,0
40,4,168420,15,10,4,0,3,4,1,-9,1,40,38,1
49,3,96002,15,5,0,0,1,2,0,-26,3,40,38,0
32,3,251892,9,9,2,13,1,4,0,54,5,40,38,0
52,3,69615,14,9,0,4,0,2,1,37,1,40,38,0
45,1,148235,11,10,4,0,0,2,0,-39,2,15,38,0
46,3,274028,15,13,3,3,1,4,1,-9,1,40,38,0
50,3,255807,14,10,6,9,4,4,1,-89,3,40,38,0
17,3,154351,11,9,1,11,0,0,1,25,-3,40,38,0
26,4,205273,15,10,3,6,1,4,0,-65,5,50,38,0
53,3,187724,15,9,2,7,1,4,1,-9,2,33,38,1
30,5,206341,10,7,4,3,1,4,1,33,-1,45,38,0
